,customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
5861,9631-RXVJM,35,Yes,Two year,No,Mailed check,19.25,677.9,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5862,9584-EXCDZ,17,Yes,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,No,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No
5863,7969-AULMZ,21,Yes,Month-to-month,Yes,Electronic check,97.35,2119.5,Yes,Female,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
5864,5093-FEGLU,47,Yes,Two year,No,Bank transfer (automatic),19.65,921.55,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5865,2621-UDNLU,3,Yes,Month-to-month,No,Mailed check,20.85,72,No,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5866,7526-IVLYU,3,Yes,Month-to-month,Yes,Mailed check,19.65,68.35,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5867,2428-HYUNX,44,Yes,Two year,Yes,Credit card (automatic),19.35,847.25,No,Male,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5868,9214-EKVXR,1,Yes,Month-to-month,Yes,Mailed check,44.0,44,No,Female,0,No,No,No,DSL,No,No,No,No,No,No
5869,3410-MHHUM,44,Yes,One year,No,Electronic check,94.4,4295.35,No,Female,0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
5870,0568-ONFPC,5,Yes,Month-to-month,Yes,Bank transfer (automatic),25.9,135,Yes,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5871,0733-VUNUW,24,Yes,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,Yes,Male,0,No,No,Yes,DSL,Yes,No,No,No,No,No
5872,4550-EVXNY,1,Yes,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,Female,0,No,Yes,No,Fiber optic,No,No,No,No,No,No
5873,2122-YWVYA,18,Yes,Month-to-month,Yes,Electronic check,75.4,1380.4,No,Female,0,No,No,No,Fiber optic,Yes,No,No,No,No,No
5874,2968-SSGAA,10,Yes,Month-to-month,Yes,Electronic check,100.6,1060.2,Yes,Female,0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5875,2296-DKZFP,65,Yes,Two year,No,Bank transfer (automatic),71.0,4386.2,No,Female,0,Yes,No,No,DSL,Yes,Yes,Yes,No,No,Yes
5876,4844-JJWUY,1,Yes,Month-to-month,Yes,Electronic check,86.0,86,Yes,Female,1,No,No,No,Fiber optic,No,Yes,No,No,No,Yes
5877,6777-TGHTM,53,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,Yes,Female,0,No,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5878,8909-BOLNL,3,Yes,One year,No,Mailed check,21.2,52.05,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5879,6603-YRDCJ,33,Yes,Two year,Yes,Mailed check,61.05,2018.4,No,Male,0,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No
5880,3538-WZPHD,3,No,Month-to-month,Yes,Electronic check,29.6,79.45,Yes,Male,0,No,No,No phone service,DSL,No,Yes,No,No,No,No
5881,3229-USWAR,34,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3,No,Female,0,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5882,2138-VFAPZ,14,Yes,Two year,Yes,Mailed check,19.7,263.65,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5883,6131-JLWZM,13,Yes,Month-to-month,Yes,Mailed check,20.3,275.4,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5884,4785-QRJHC,46,No,One year,Yes,Bank transfer (automatic),59.9,2816.65,Yes,Male,1,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
5885,0269-XFESX,23,Yes,One year,No,Mailed check,24.35,538.5,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5886,1709-EJDOX,47,Yes,Two year,No,Mailed check,19.75,948.9,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5887,4316-XCSLJ,17,Yes,Month-to-month,Yes,Mailed check,50.3,846.8,No,Male,0,No,Yes,No,DSL,Yes,No,No,No,No,No
5888,8610-WFCJF,49,Yes,Month-to-month,Yes,Electronic check,95.6,4783.5,Yes,Female,0,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5889,9693-XMUOB,59,No,Month-to-month,Yes,Electronic check,50.25,2997.45,No,Male,1,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
5890,0383-CLDDA,69,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,No,Female,0,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
5891,4905-JEFDW,11,No,One year,Yes,Electronic check,41.6,470.6,Yes,Male,0,No,No,No phone service,DSL,No,No,Yes,No,Yes,No
5892,2709-UQGNP,10,Yes,Month-to-month,Yes,Mailed check,51.65,524.5,No,Male,0,No,No,No,DSL,Yes,No,No,No,No,No
5893,3549-ZTMNH,12,Yes,Two year,Yes,Bank transfer (automatic),24.0,269.65,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5894,7881-INRLC,45,Yes,Month-to-month,Yes,Credit card (automatic),100.85,4740,Yes,Male,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5895,8033-ATFAS,39,Yes,Month-to-month,Yes,Mailed check,59.85,2341.5,No,Female,0,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No
5896,1635-NZATJ,71,Yes,Two year,No,Credit card (automatic),25.45,1789.65,No,Male,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5897,0562-HKHML,71,Yes,Two year,No,Credit card (automatic),23.9,1626.4,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5898,8277-RVRSV,33,Yes,One year,No,Credit card (automatic),24.15,800.3,No,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5899,9943-VSZUV,67,Yes,Month-to-month,Yes,Mailed check,75.7,5060.85,No,Male,1,No,No,Yes,Fiber optic,No,No,No,No,No,No
5900,0117-LFRMW,37,No,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,Yes,Male,0,Yes,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No
5901,6172-FECYY,49,Yes,Month-to-month,No,Electronic check,84.5,4254.85,Yes,Male,0,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5902,7054-ENNGU,9,Yes,Month-to-month,No,Mailed check,50.85,466.6,No,Female,0,Yes,No,No,DSL,No,Yes,No,No,No,No
5903,1455-HFBXA,52,Yes,Two year,Yes,Credit card (automatic),91.6,4627.8,No,Male,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No
5904,9402-CXWPL,70,Yes,One year,No,Electronic check,98.9,6838.6,No,Female,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5905,1628-BIZYP,1,Yes,Month-to-month,Yes,Electronic check,85.0,85,No,Male,0,No,No,No,Fiber optic,No,Yes,No,No,No,Yes
5906,1965-AKTSX,14,Yes,Month-to-month,Yes,Electronic check,78.95,1101.85,Yes,Female,1,No,No,Yes,Fiber optic,No,Yes,No,No,No,No
5907,0082-LDZUE,1,Yes,Month-to-month,Yes,Mailed check,44.3,44.3,No,Male,0,No,No,No,DSL,No,No,No,No,No,No
5908,4786-UKSNZ,1,Yes,Month-to-month,No,Mailed check,20.2,20.2,Yes,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5909,5343-SGUBI,52,Yes,One year,Yes,Mailed check,80.2,4297.6,No,Female,0,No,No,Yes,Fiber optic,No,Yes,No,No,No,No
5910,0856-NAOES,6,Yes,Month-to-month,No,Mailed check,60.9,414.1,No,Male,0,No,No,No,DSL,No,No,Yes,No,Yes,No
5911,1976-AZZPJ,7,No,Month-to-month,No,Mailed check,34.2,256.6,No,Male,0,Yes,No,No phone service,DSL,Yes,Yes,No,No,No,No
5912,7248-VZQLC,47,Yes,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,Yes,Female,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,No
5913,6156-UZDLF,26,Yes,One year,Yes,Credit card (automatic),87.15,2274.1,No,Female,0,No,No,No,Fiber optic,Yes,No,Yes,Yes,No,No
5914,3099-OONVS,25,Yes,Month-to-month,No,Electronic check,54.3,1296.8,No,Male,0,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No
5915,9500-WBGRP,69,Yes,Two year,Yes,Mailed check,19.1,1268.85,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5916,5183-KLYEM,72,Yes,Two year,Yes,Credit card (automatic),112.75,8192.6,No,Female,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5917,5144-PQCDZ,4,Yes,Month-to-month,Yes,Mailed check,19.95,59.25,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5918,8514-VZHEB,59,Yes,Two year,No,Mailed check,19.5,1147.85,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5919,6625-IUTTT,67,Yes,Two year,No,Bank transfer (automatic),65.55,4361.55,No,Male,0,No,No,No,DSL,Yes,No,Yes,No,No,Yes
5920,9355-NPPFS,26,Yes,Month-to-month,Yes,Electronic check,78.8,2006.1,No,Female,1,No,No,No,Fiber optic,No,No,No,No,No,Yes
5921,0068-FIGTF,27,Yes,One year,No,Mailed check,78.2,2078.95,No,Female,0,No,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes
5922,5965-GGPRW,72,Yes,Two year,No,Bank transfer (automatic),105.25,7609.75,No,Male,0,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5923,8035-PWSEV,6,Yes,Month-to-month,Yes,Electronic check,89.25,487.05,No,Female,0,No,No,No,Fiber optic,No,No,Yes,Yes,No,Yes
5924,2236-HILPA,62,Yes,Two year,No,Credit card (automatic),20.65,1218.45,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5925,1840-BIUOG,20,Yes,One year,Yes,Electronic check,68.7,1416.2,No,Male,0,No,No,Yes,DSL,No,Yes,No,Yes,Yes,No
5926,1356-MKYSK,6,Yes,Month-to-month,No,Credit card (automatic),78.65,483.3,No,Male,0,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5927,6080-LNESI,51,Yes,Two year,No,Mailed check,24.75,1234.6,No,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5928,1830-IPXVJ,61,Yes,Two year,No,Credit card (automatic),19.75,1311.6,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5929,5828-DWPIL,62,Yes,Month-to-month,Yes,Electronic check,89.1,5618.3,No,Male,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
5930,8398-TBIYD,72,Yes,Two year,Yes,Bank transfer (automatic),84.7,6185.15,No,Female,0,No,No,Yes,Fiber optic,Yes,No,No,Yes,No,No
5931,0011-IGKFF,13,Yes,Month-to-month,Yes,Electronic check,98.0,1237.85,Yes,Male,1,Yes,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
5932,4192-GORJT,5,Yes,Month-to-month,Yes,Electronic check,94.45,498.1,Yes,Male,0,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,Yes
5933,6496-SLWHQ,3,Yes,Month-to-month,Yes,Electronic check,105.0,294.45,Yes,Male,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5934,9912-GVSEQ,26,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,Yes,Female,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
5935,2931-FSOHN,13,Yes,Month-to-month,Yes,Electronic check,59.9,788.35,No,Male,1,No,No,No,DSL,No,Yes,No,No,Yes,No
5936,9418-RUKPH,38,Yes,Two year,Yes,Mailed check,19.95,756.4,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5937,5383-MMTWC,8,Yes,Month-to-month,Yes,Electronic check,84.0,613.4,Yes,Female,1,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes
5938,9971-ZWPBF,34,Yes,Month-to-month,Yes,Electronic check,108.9,3625.2,No,Male,1,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5939,4712-AUQZO,18,No,Month-to-month,No,Mailed check,33.6,550.35,No,Male,0,No,No,No phone service,DSL,Yes,No,Yes,No,No,No
5940,9711-FJTBX,56,Yes,One year,Yes,Mailed check,85.85,4793.8,No,Male,0,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
5941,2908-ZTPNF,36,No,Month-to-month,Yes,Bank transfer (automatic),34.85,1267.2,No,Female,0,No,No,No phone service,DSL,No,Yes,No,Yes,No,No
5942,7240-ETPTR,9,No,Month-to-month,Yes,Electronic check,48.75,442.2,Yes,Female,0,Yes,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5943,2202-CUYXZ,1,Yes,Month-to-month,Yes,Electronic check,84.85,84.85,Yes,Male,0,No,No,No,Fiber optic,No,No,Yes,No,Yes,No
5944,5995-OIGLP,12,Yes,Month-to-month,No,Mailed check,56.65,654.85,Yes,Male,0,No,No,No,DSL,Yes,No,No,Yes,No,No
5945,8421-WZOOW,57,Yes,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,No,Female,1,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No
5946,6261-RCVNS,42,Yes,One year,No,Credit card (automatic),73.9,3160.55,Yes,Female,0,No,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes
5947,7951-QKZPL,33,Yes,Two year,Yes,Mailed check,24.5,740.3,Yes,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5948,1414-YADCW,70,Yes,Two year,No,Bank transfer (automatic),84.6,5706.2,No,Male,0,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,No,No
5949,8756-RDDLT,68,No,Month-to-month,No,Electronic check,44.95,3085.35,No,Female,0,No,No,No phone service,DSL,No,Yes,No,Yes,No,Yes
5950,2862-PFNIK,1,No,Month-to-month,Yes,Electronic check,24.7,24.7,No,Male,0,No,Yes,No phone service,DSL,No,No,No,No,No,No
5951,5816-QVHRX,37,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,No,Female,0,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
5952,4430-YHXGG,4,Yes,Month-to-month,Yes,Mailed check,25.45,84.2,No,Female,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5953,6888-SBYAI,1,Yes,Month-to-month,Yes,Mailed check,50.7,50.7,No,Male,0,No,No,No,DSL,Yes,No,No,No,No,No
5954,7395-XWZOY,20,No,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,No,Male,0,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
5955,7169-YWAMK,72,Yes,Two year,No,Bank transfer (automatic),68.4,4855.35,No,Male,0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
5956,3640-PHQXK,31,Yes,Month-to-month,Yes,Electronic check,89.9,2806.9,Yes,Female,0,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes
5957,6877-LGWXO,18,Yes,Month-to-month,No,Electronic check,78.55,1422.65,Yes,Male,1,Yes,No,No,Fiber optic,No,No,No,No,No,Yes
5958,6859-RKMZJ,11,Yes,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,No,Male,0,Yes,No,No,DSL,No,No,No,No,Yes,No
5959,2729-VNVAP,33,Yes,Two year,No,Credit card (automatic),19.8,641.35,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5960,2957-JIRMN,62,Yes,One year,No,Electronic check,84.45,4959.15,No,Female,1,No,No,Yes,Fiber optic,No,No,No,No,Yes,No
5961,2049-BAFNW,1,No,Month-to-month,No,Mailed check,35.9,35.9,No,Female,0,No,No,No phone service,DSL,No,No,Yes,Yes,No,No
5962,3842-QTGDL,16,Yes,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,No,Male,0,Yes,No,No,Fiber optic,Yes,Yes,No,No,No,No
5963,7163-OCEQI,22,Yes,One year,Yes,Mailed check,78.65,1663.75,No,Male,0,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
5964,9782-LGXMC,49,Yes,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,No,Female,0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,No
5965,5975-BAICR,36,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,No,Male,0,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Yes
5966,8019-ENHXU,42,Yes,Month-to-month,Yes,Electronic check,99.45,4138.05,Yes,Male,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
5967,5167-GBFRE,4,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,Yes,Male,1,No,No,No phone service,DSL,No,No,No,No,No,No
5968,9033-EOXWV,12,Yes,One year,No,Mailed check,74.05,872.65,Yes,Female,0,No,No,Yes,DSL,No,No,No,Yes,Yes,Yes
5969,4673-KKSLS,31,Yes,Month-to-month,No,Electronic check,87.6,2724.25,No,Female,0,No,No,No,Fiber optic,Yes,No,Yes,Yes,No,No
5970,4853-OITSN,5,Yes,Month-to-month,Yes,Electronic check,89.15,413.25,No,Male,0,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,Yes
5971,9800-OUIGR,66,Yes,Two year,No,Credit card (automatic),20.0,1374.2,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5972,1324-NLTJE,15,Yes,Month-to-month,No,Credit card (automatic),55.0,757.1,Yes,Female,1,No,No,Yes,DSL,No,No,No,Yes,No,No
5973,2324-EFHVG,64,Yes,Two year,Yes,Bank transfer (automatic),104.4,6692.65,No,Male,0,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5974,7094-MSZAO,10,Yes,Month-to-month,Yes,Credit card (automatic),20.05,218.5,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5975,1522-VVDMG,7,Yes,Month-to-month,Yes,Electronic check,89.75,608.8,Yes,Male,0,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No
5976,6907-CQGPN,29,No,Month-to-month,No,Electronic check,34.3,1004.75,No,Male,0,No,No,No phone service,DSL,No,Yes,No,Yes,No,No
5977,0780-XNZFN,57,Yes,Two year,No,Bank transfer (automatic),20.65,1125.6,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5978,0239-OXEXL,46,Yes,Month-to-month,No,Mailed check,84.25,3847.6,No,Female,0,No,No,Yes,Fiber optic,Yes,Yes,No,No,No,No
5979,2675-IJRGJ,53,Yes,Two year,No,Bank transfer (automatic),19.65,978,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5980,7049-GKVZY,17,Yes,One year,No,Credit card (automatic),79.85,1387.35,No,Female,0,No,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes
5981,8577-QSOCG,38,Yes,Two year,Yes,Mailed check,20.2,746.05,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5982,3721-CNZHX,15,Yes,One year,No,Mailed check,19.8,304.6,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5983,0212-ISBBF,22,No,Month-to-month,Yes,Electronic check,50.35,1098.85,No,Female,0,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
5984,9185-TQCVP,14,Yes,Month-to-month,Yes,Electronic check,85.15,1139.2,Yes,Male,0,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes
5985,3585-YNADK,57,Yes,One year,No,Bank transfer (automatic),74.6,4368.95,No,Female,0,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No
5986,5271-DBYSJ,11,Yes,Month-to-month,Yes,Credit card (automatic),79.15,827.7,No,Male,1,No,No,No,Fiber optic,No,No,No,No,No,Yes
5987,1099-GODLO,1,Yes,Two year,No,Mailed check,20.35,20.35,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5988,6828-HMKWP,12,Yes,Two year,No,Bank transfer (automatic),21.05,262.05,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5989,5567-WSELE,3,Yes,Month-to-month,Yes,Electronic check,94.6,279.55,Yes,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes
5990,1472-TNCWL,36,Yes,Month-to-month,Yes,Electronic check,94.7,3512.5,No,Male,0,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
5991,8063-RJYNF,16,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,Yes,Male,0,No,No,No,Fiber optic,Yes,No,No,No,Yes,Yes
5992,0687-ZVTHB,65,Yes,One year,No,Credit card (automatic),72.45,4653.85,Yes,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
5993,2080-GKCWQ,2,Yes,Month-to-month,No,Electronic check,74.95,151.75,No,Male,0,No,No,No,Fiber optic,No,Yes,No,No,No,No
5994,9661-ACXBS,42,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,Yes,Female,0,No,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5995,2193-SFWQW,72,Yes,Two year,No,Bank transfer (automatic),111.95,8033.1,No,Male,0,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5996,5656-JAMLX,62,Yes,Two year,No,Bank transfer (automatic),19.85,1253.65,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5997,3462-BJQQA,6,Yes,Month-to-month,Yes,Electronic check,89.75,552.65,No,Female,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No
5998,0442-TDYUO,48,Yes,Two year,Yes,Mailed check,20.05,1036,No,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5999,6733-LRIZX,35,Yes,Two year,Yes,Electronic check,108.95,4025.5,No,Male,0,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6000,9503-XJUME,52,Yes,One year,No,Credit card (automatic),19.65,928.4,No,Male,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6001,4367-NHWMM,1,No,Month-to-month,Yes,Mailed check,24.9,24.9,No,Female,0,No,No,No phone service,DSL,No,No,No,No,No,No
6002,3727-RJMEO,6,Yes,Month-to-month,Yes,Electronic check,82.85,460.25,Yes,Male,0,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No
6003,3779-OSWCF,71,Yes,Two year,No,Credit card (automatic),93.2,6506.15,No,Female,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6004,6736-DHUQI,67,Yes,One year,No,Bank transfer (automatic),84.8,5598.3,No,Female,0,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No
6005,3915-ODIYG,60,Yes,One year,Yes,Electronic check,71.75,4374.55,No,Male,1,No,No,Yes,DSL,Yes,Yes,No,No,No,Yes
6006,1360-RCYRT,23,No,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,No,Male,0,Yes,Yes,No phone service,DSL,No,No,No,Yes,No,No
6007,2724-FJDYW,39,No,One year,No,Bank transfer (automatic),54.85,2191.7,No,Male,0,No,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
6008,4451-RWASJ,15,Yes,One year,Yes,Mailed check,19.5,239.75,No,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6009,6646-VRFOL,53,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,Yes,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6010,3460-TJBWI,24,Yes,Two year,No,Mailed check,24.2,609.05,No,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6011,5917-HBSDW,37,Yes,Month-to-month,No,Electronic check,19.35,683.75,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6012,5685-IIXLY,5,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,Yes,Female,0,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
6013,5671-UUNXD,50,Yes,One year,Yes,Electronic check,100.65,5189.75,No,Female,1,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
6014,0956-ACVZC,54,Yes,One year,Yes,Credit card (automatic),94.1,5060.9,No,Female,0,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes
6015,2325-NBPZG,3,Yes,Month-to-month,Yes,Electronic check,74.55,233.65,No,Female,0,No,No,No,Fiber optic,Yes,No,No,No,No,No
6016,4250-ZBWLV,68,Yes,One year,No,Electronic check,108.45,7176.55,Yes,Male,0,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6017,4482-FTFFX,5,Yes,Month-to-month,No,Electronic check,56.15,291.45,No,Male,0,No,No,No,DSL,No,No,Yes,Yes,No,No
6018,8859-DZTGQ,33,Yes,Two year,No,Mailed check,20.35,689.75,No,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6019,0440-MOGPM,41,Yes,One year,Yes,Electronic check,80.55,3263.9,No,Female,0,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes
6020,0020-JDNXP,34,No,One year,No,Mailed check,61.25,1993.2,No,Female,0,Yes,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
6021,3752-CQSJI,13,Yes,Month-to-month,Yes,Mailed check,20.45,254.5,No,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6022,5025-GOOKI,20,Yes,Month-to-month,Yes,Credit card (automatic),18.9,347.65,No,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6023,4698-KVLLG,51,Yes,Two year,No,Credit card (automatic),19.6,967.9,No,Female,1,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6024,5095-AESKG,3,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,Yes,Female,0,Yes,No,Yes,Fiber optic,No,Yes,No,No,No,Yes
6025,2887-JPYLU,41,Yes,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,No,Female,0,No,Yes,No,DSL,No,No,No,No,No,No
